,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,10.0,6.0,4.0,5.0,3.0,5.0,6.0,34.0,12.0,5.0,25.0,8.0,0.41818181818181815,0.509090909090909,1
1,2,18.0,12.0,5.0,6.0,3.0,5.0,4.0,37.0,8.0,4.0,17.0,11.0,0.2727272727272727,0.3818181818181818,1
2,3,16.0,13.0,2.0,3.0,2.0,5.0,7.0,36.0,9.0,3.0,28.0,8.0,0.8363636363636363,1.2909090909090908,1
3,4,11.0,8.0,5.0,5.0,0.0,8.0,2.0,43.0,17.0,5.0,21.0,12.0,0.09090909090909091,0.4,1
4,5,12.0,10.0,5.0,5.0,3.0,1.0,6.0,32.0,10.0,2.0,20.0,17.0,0.6,1.5272727272727273,1
5,6,7.0,11.0,3.0,3.0,1.0,2.0,3.0,29.0,8.0,4.0,36.0,13.0,1.0,1.6,1
6,7,16.0,5.0,3.0,5.0,6.0,4.0,7.0,37.0,14.0,4.0,17.0,15.0,0.23636363636363636,1.0363636363636364,1
7,8,19.0,10.0,3.0,2.0,6.0,5.0,2.0,36.0,5.0,4.0,25.0,13.0,0.8545454545454545,1.418181818181818,1
8,9,14.0,6.0,6.0,3.0,2.0,5.0,3.0,28.0,5.0,3.0,30.0,12.0,0.9818181818181818,1.8,1
9,10,14.0,4.0,1.0,2.0,3.0,3.0,2.0,33.0,15.0,2.0,28.0,14.0,0.8909090909090909,1.7818181818181817,1
10,11,20.0,12.0,5.0,0.0,2.0,6.0,2.0,37.0,14.0,1.0,23.0,13.0,0.7090909090909091,1.0,1
11,12,15.0,4.0,4.0,2.0,8.0,4.0,8.0,36.0,9.0,5.0,28.0,7.0,0.6909090909090909,1.2181818181818183,1
12,13,12.0,7.0,1.0,3.0,3.0,5.0,9.0,34.0,9.0,6.0,14.0,18.0,0.4,0.8909090909090909,2
13,14,24.0,7.0,5.0,4.0,5.0,6.0,1.0,40.0,10.0,6.0,18.0,7.0,0.36363636363636365,1.0909090909090908,1
14,15,21.0,9.0,3.0,5.0,2.0,7.0,5.0,33.0,9.0,4.0,22.0,11.0,0.8181818181818182,0.8727272727272728,1
15,16,19.0,5.0,3.0,5.0,3.0,6.0,4.0,35.0,13.0,5.0,22.0,9.0,0.509090909090909,1.2545454545454544,1
16,17,14.0,18.0,1.0,3.0,4.0,7.0,3.0,47.0,9.0,4.0,19.0,8.0,0.2,0.34545454545454546,1
17,18,14.0,5.0,2.0,5.0,5.0,3.0,9.0,33.0,10.0,5.0,27.0,8.0,0.8,1.4545454545454546,1
18,19,16.0,14.0,4.0,5.0,6.0,4.0,4.0,43.0,8.0,4.0,17.0,11.0,0.05454545454545454,0.32727272727272727,1
19,20,15.0,5.0,5.0,6.0,1.0,7.0,3.0,37.0,13.0,4.0,23.0,9.0,0.3090909090909091,0.32727272727272727,1
20,21,17.0,7.0,2.0,0.0,4.0,3.0,4.0,36.0,9.0,7.0,22.0,11.0,0.5636363636363636,1.1818181818181817,1
21,22,22.0,8.0,1.0,5.0,3.0,8.0,5.0,36.0,9.0,5.0,19.0,12.0,0.5454545454545454,0.8727272727272727,1
22,23,12.0,7.0,2.0,7.0,4.0,7.0,9.0,41.0,15.0,2.0,18.0,11.0,0.01818181818181818,0.2181818181818182,1
23,24,16.0,6.0,3.0,3.0,4.0,14.0,3.0,37.0,4.0,2.0,12.0,22.0,0.7818181818181819,1.4727272727272727,1
24,25,15.0,4.0,5.0,4.0,3.0,6.0,4.0,30.0,10.0,3.0,31.0,7.0,0.9454545454545454,1.018181818181818,1
25,26,16.0,7.0,4.0,4.0,5.0,4.0,6.0,38.0,12.0,5.0,17.0,13.0,0.10909090909090909,0.14545454545454545,1
26,27,16.0,9.0,5.0,4.0,6.0,5.0,7.0,35.0,7.0,2.0,23.0,8.0,0.4909090909090909,0.6727272727272727,1
27,28,3.0,1.0,0.0,4.0,4.0,4.0,5.0,19.0,4.0,5.0,11.0,5.0,0.32727272727272727,0.5454545454545454,2
28,29,2.0,2.0,7.0,1.0,6.0,9.0,13.0,40.0,8.0,9.0,16.0,18.0,0.2909090909090909,1.0545454545454547,2
29,30,2.0,0.0,5.0,5.0,9.0,11.0,3.0,38.0,6.0,9.0,18.0,20.0,0.38181818181818183,0.8,2
30,31,1.0,4.0,9.0,1.0,1.0,9.0,15.0,39.0,6.0,11.0,13.0,21.0,0.45454545454545453,0.9272727272727272,2
31,32,1.0,6.0,11.0,0.0,8.0,8.0,14.0,43.0,6.0,11.0,16.0,15.0,0.21818181818181817,1.0,2
32,33,2.0,1.0,14.0,1.0,5.0,4.0,18.0,34.0,8.0,13.0,18.0,13.0,0.5818181818181818,1.0909090909090908,2
33,34,2.0,5.0,13.0,5.0,4.0,5.0,13.0,32.0,6.0,8.0,13.0,22.0,0.6363636363636364,1.2727272727272727,2
34,35,2.0,3.0,8.0,3.0,5.0,7.0,17.0,42.0,9.0,11.0,12.0,16.0,0.07272727272727272,0.4727272727272728,2
35,36,2.0,1.0,6.0,1.0,2.0,11.0,20.0,35.0,6.0,13.0,12.0,15.0,0.6545454545454545,1.6,2
36,37,2.0,3.0,8.0,2.0,5.0,7.0,17.0,36.0,4.0,12.0,16.0,18.0,0.5272727272727272,1.4363636363636363,2
37,38,4.0,4.0,7.0,2.0,3.0,5.0,16.0,31.0,3.0,9.0,24.0,16.0,0.9272727272727272,1.9272727272727272,2
