,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,6.0,2.0,4.0,9.0,4.0,5.0,2.0,36.0,12.0,7.0,21.0,15.0,0.32727272727272727,0.34545454545454546,2
1,2,3.0,2.0,0.0,8.0,3.0,5.0,4.0,45.0,17.0,14.0,23.0,17.0,0.36363636363636365,0.5272727272727273,2
2,3,3.0,7.0,0.0,13.0,10.0,3.0,3.0,45.0,11.0,5.0,22.0,14.0,0.14545454545454545,0.4909090909090909,2
3,4,2.0,4.0,1.0,11.0,9.0,6.0,5.0,36.0,7.0,2.0,24.0,20.0,0.6909090909090909,1.1090909090909091,2
4,5,3.0,4.0,3.0,4.0,18.0,5.0,3.0,37.0,5.0,3.0,18.0,23.0,0.8,1.581818181818182,2
5,6,3.0,2.0,2.0,6.0,9.0,5.0,5.0,44.0,14.0,5.0,21.0,19.0,0.16363636363636364,0.5454545454545454,2
6,7,3.0,2.0,3.0,12.0,3.0,7.0,4.0,40.0,14.0,10.0,19.0,19.0,0.34545454545454546,0.7090909090909091,2
7,8,5.0,1.0,2.0,9.0,7.0,4.0,2.0,42.0,17.0,9.0,21.0,19.0,0.2909090909090909,0.41818181818181815,2
8,9,6.0,2.0,1.0,17.0,7.0,7.0,4.0,38.0,10.0,7.0,15.0,17.0,0.2545454545454545,0.509090909090909,2
9,10,1.0,4.0,1.0,10.0,4.0,4.0,5.0,34.0,12.0,6.0,28.0,13.0,0.8363636363636363,1.0363636363636364,2
10,11,2.0,3.0,4.0,17.0,6.0,6.0,6.0,40.0,12.0,4.0,20.0,11.0,0.23636363636363636,0.9090909090909091,2
11,12,4.0,2.0,3.0,7.0,6.0,6.0,3.0,38.0,10.0,6.0,23.0,22.0,0.6181818181818182,1.1090909090909091,2
12,13,8.0,2.0,3.0,8.0,9.0,5.0,3.0,39.0,8.0,9.0,15.0,24.0,0.4,1.1636363636363636,2
13,14,3.0,4.0,2.0,4.0,5.0,5.0,1.0,49.0,16.0,12.0,18.0,23.0,0.2,0.5272727272727273,2
14,15,3.0,4.0,3.0,16.0,2.0,3.0,1.0,38.0,12.0,11.0,22.0,14.0,0.5272727272727272,0.7454545454545454,2
15,16,4.0,4.0,5.0,15.0,6.0,6.0,2.0,39.0,9.0,9.0,16.0,14.0,0.18181818181818182,1.1818181818181819,2
16,17,2.0,1.0,2.0,7.0,8.0,6.0,3.0,42.0,14.0,7.0,21.0,21.0,0.38181818181818183,0.4727272727272728,2
17,18,6.0,6.0,1.0,14.0,5.0,2.0,2.0,35.0,11.0,7.0,25.0,17.0,0.7454545454545455,0.9818181818181818,2
18,19,5.0,4.0,5.0,9.0,7.0,3.0,4.0,34.0,9.0,2.0,28.0,15.0,0.7818181818181819,1.5090909090909093,2
19,20,4.0,2.0,3.0,11.0,10.0,7.0,3.0,45.0,12.0,7.0,16.0,18.0,0.05454545454545454,0.8,2
20,21,2.0,5.0,5.0,10.0,8.0,2.0,2.0,40.0,10.0,9.0,23.0,18.0,0.41818181818181815,0.709090909090909,2
21,22,4.0,3.0,1.0,7.0,7.0,8.0,2.0,45.0,17.0,3.0,15.0,17.0,0.03636363636363636,0.8545454545454546,2
22,23,4.0,6.0,4.0,14.0,7.0,3.0,2.0,35.0,10.0,3.0,16.0,25.0,0.6545454545454545,0.9636363636363636,2
23,24,7.0,1.0,5.0,13.0,11.0,1.0,4.0,37.0,14.0,6.0,10.0,23.0,0.45454545454545453,1.2909090909090908,2
24,25,7.0,1.0,3.0,12.0,5.0,4.0,4.0,37.0,12.0,7.0,18.0,19.0,0.3090909090909091,0.34545454545454546,2
25,26,6.0,3.0,5.0,11.0,8.0,5.0,5.0,41.0,13.0,4.0,11.0,17.0,0.01818181818181818,0.7272727272727273,2
26,27,1.0,4.0,6.0,17.0,8.0,5.0,3.0,35.0,6.0,7.0,18.0,17.0,0.6,1.5636363636363635,2
27,28,3.0,1.0,1.0,9.0,0.0,1.0,5.0,15.0,4.0,5.0,6.0,5.0,0.6363636363636364,0.7818181818181817,3
28,29,13.0,1.0,9.0,5.0,2.0,0.0,11.0,23.0,7.0,8.0,8.0,24.0,0.9636363636363636,1.1454545454545455,1
29,30,13.0,8.0,3.0,8.0,1.0,8.0,9.0,39.0,6.0,9.0,14.0,14.0,0.10909090909090909,0.5090909090909091,3
30,31,11.0,3.0,9.0,10.0,2.0,0.0,11.0,26.0,10.0,6.0,14.0,16.0,0.8181818181818182,0.9272727272727274,3
31,32,13.0,1.0,12.0,9.0,4.0,1.0,13.0,28.0,10.0,6.0,15.0,9.0,0.5454545454545454,1.4,3
32,33,12.0,4.0,4.0,7.0,3.0,6.0,15.0,36.0,14.0,5.0,16.0,8.0,0.12727272727272726,1.018181818181818,3
33,34,8.0,2.0,11.0,4.0,0.0,1.0,18.0,20.0,9.0,7.0,18.0,18.0,1.0,1.8,1
34,35,10.0,3.0,14.0,7.0,3.0,5.0,18.0,28.0,7.0,7.0,10.0,12.0,0.5636363636363636,1.0909090909090908,1
35,36,7.0,1.0,14.0,8.0,0.0,5.0,10.0,34.0,14.0,6.0,7.0,20.0,0.43636363636363634,0.8727272727272727,3
36,37,7.0,3.0,5.0,1.0,5.0,1.0,25.0,30.0,8.0,10.0,14.0,15.0,0.9090909090909091,1.5454545454545454,1
37,38,15.0,0.0,11.0,6.0,2.0,2.0,12.0,26.0,7.0,11.0,18.0,10.0,0.8727272727272727,1.4727272727272727,1
38,39,9.0,2.0,14.0,7.0,1.0,0.0,13.0,29.0,8.0,11.0,14.0,11.0,0.5818181818181818,1.4909090909090907,3
39,40,8.0,2.0,10.0,9.0,1.0,2.0,12.0,31.0,17.0,4.0,11.0,18.0,0.4909090909090909,1.0,3
40,41,12.0,1.0,19.0,7.0,4.0,5.0,6.0,26.0,6.0,3.0,15.0,14.0,0.8545454545454545,1.7999999999999998,1
41,42,11.0,6.0,6.0,11.0,0.0,3.0,11.0,35.0,12.0,9.0,9.0,15.0,0.07272727272727272,0.6363636363636364,3
42,43,10.0,6.0,14.0,4.0,0.0,0.0,13.0,21.0,9.0,2.0,24.0,13.0,0.9818181818181818,1.6363636363636362,1
43,44,10.0,3.0,12.0,6.0,6.0,2.0,15.0,32.0,11.0,5.0,13.0,10.0,0.21818181818181817,1.0909090909090908,3
44,45,8.0,5.0,12.0,10.0,6.0,1.0,13.0,36.0,12.0,9.0,8.0,12.0,0.09090909090909091,0.5636363636363636,3
45,46,12.0,1.0,13.0,9.0,2.0,5.0,8.0,27.0,12.0,6.0,14.0,14.0,0.4727272727272727,0.5272727272727272,3
46,47,6.0,0.0,15.0,9.0,3.0,4.0,15.0,28.0,7.0,11.0,13.0,12.0,0.6727272727272727,1.1272727272727272,3
47,48,9.0,3.0,12.0,5.0,5.0,3.0,15.0,32.0,10.0,6.0,12.0,14.0,0.2727272727272727,0.5454545454545454,3
48,49,5.0,4.0,9.0,14.0,3.0,3.0,16.0,26.0,8.0,6.0,13.0,16.0,0.8909090909090909,1.5818181818181818,3
49,50,9.0,1.0,8.0,7.0,2.0,2.0,13.0,28.0,10.0,7.0,21.0,11.0,0.7636363636363637,0.8363636363636364,3
50,51,16.0,2.0,8.0,5.0,0.0,2.0,13.0,24.0,13.0,5.0,18.0,15.0,0.9272727272727272,1.4727272727272727,1
51,52,10.0,1.0,10.0,6.0,2.0,0.0,9.0,23.0,10.0,7.0,16.0,23.0,0.9454545454545454,1.5272727272727273,3
52,53,9.0,2.0,12.0,7.0,3.0,2.0,13.0,28.0,6.0,9.0,17.0,14.0,0.7272727272727273,1.6545454545454545,3
53,54,11.0,1.0,13.0,5.0,5.0,3.0,9.0,30.0,10.0,9.0,7.0,22.0,0.7090909090909091,1.3272727272727272,3
54,55,5.0,1.0,9.0,9.0,6.0,2.0,16.0,32.0,13.0,5.0,12.0,17.0,0.509090909090909,1.4909090909090907,3
