,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
21,22,4.0,9.0,7.0,9.0,5.0,2.0,11.0,34.0,11.0,4.0,15.0,19.0,0.4,0.4727272727272728,1
22,23,1.0,8.0,2.0,10.0,3.0,1.0,11.0,30.0,9.0,6.0,18.0,20.0,0.6,1.2181818181818183,1
23,24,2.0,8.0,1.0,6.0,2.0,5.0,17.0,28.0,6.0,2.0,17.0,29.0,0.8181818181818182,0.8727272727272728,1
24,25,3.0,7.0,4.0,13.0,1.0,5.0,18.0,26.0,7.0,3.0,18.0,18.0,0.7090909090909091,0.8545454545454545,1
25,26,3.0,2.0,3.0,9.0,5.0,4.0,18.0,22.0,3.0,4.0,22.0,22.0,0.9090909090909091,0.9272727272727272,1
26,27,3.0,4.0,5.0,8.0,3.0,4.0,18.0,19.0,4.0,2.0,23.0,17.0,0.9636363636363636,1.0,1
27,28,2.0,2.0,4.0,1.0,1.0,9.0,5.0,16.0,3.0,2.0,10.0,6.0,0.5818181818181818,1.0545454545454545,2
28,29,5.0,4.0,10.0,7.0,4.0,8.0,10.0,40.0,13.0,4.0,12.0,9.0,0.03636363636363636,0.12727272727272726,2
29,30,17.0,4.0,7.0,5.0,5.0,9.0,8.0,43.0,12.0,8.0,15.0,5.0,0.10909090909090909,0.43636363636363634,2
30,31,8.0,1.0,4.0,10.0,3.0,12.0,12.0,31.0,6.0,4.0,22.0,13.0,0.5272727272727272,0.6909090909090909,2
31,32,14.0,2.0,6.0,4.0,3.0,6.0,10.0,30.0,11.0,4.0,16.0,13.0,0.38181818181818183,0.8909090909090909,2
32,33,10.0,7.0,10.0,10.0,4.0,10.0,4.0,36.0,8.0,3.0,18.0,9.0,0.21818181818181817,0.7454545454545454,2
33,34,9.0,4.0,11.0,10.0,1.0,8.0,7.0,34.0,14.0,3.0,14.0,15.0,0.2727272727272727,1.2545454545454544,2
34,35,8.0,6.0,5.0,6.0,2.0,8.0,9.0,38.0,10.0,7.0,18.0,15.0,0.2909090909090909,0.7454545454545454,2
35,36,10.0,2.0,7.0,9.0,1.0,8.0,10.0,31.0,7.0,8.0,19.0,13.0,0.43636363636363634,1.2727272727272727,2
36,37,6.0,4.0,9.0,6.0,4.0,10.0,16.0,31.0,3.0,8.0,14.0,11.0,0.36363636363636365,0.4727272727272727,2
37,38,6.0,3.0,7.0,7.0,3.0,9.0,11.0,40.0,13.0,8.0,17.0,11.0,0.12727272727272726,0.5454545454545454,2
38,39,11.0,3.0,4.0,4.0,3.0,11.0,11.0,36.0,8.0,10.0,20.0,12.0,0.34545454545454546,0.9090909090909091,2
39,40,9.0,5.0,6.0,5.0,3.0,10.0,9.0,41.0,8.0,10.0,17.0,12.0,0.14545454545454545,0.9454545454545455,2
40,41,12.0,5.0,10.0,10.0,3.0,9.0,4.0,35.0,6.0,8.0,14.0,13.0,0.2545454545454545,0.6181818181818182,2
41,42,8.0,3.0,7.0,11.0,4.0,11.0,8.0,39.0,13.0,4.0,10.0,14.0,0.09090909090909091,0.38181818181818183,2
42,43,9.0,3.0,4.0,8.0,2.0,13.0,11.0,46.0,9.0,13.0,13.0,9.0,0.07272727272727272,0.8,2
43,44,20.0,6.0,5.0,12.0,6.0,3.0,7.0,33.0,6.0,7.0,9.0,5.0,0.32727272727272727,0.8181818181818181,2
44,45,14.0,1.0,14.0,14.0,2.0,9.0,6.0,28.0,8.0,2.0,10.0,14.0,0.509090909090909,1.4,2
45,46,8.0,5.0,8.0,5.0,3.0,12.0,8.0,44.0,10.0,10.0,14.0,12.0,0.05454545454545454,1.018181818181818,2
46,47,9.0,1.0,8.0,8.0,3.0,17.0,6.0,48.0,10.0,14.0,13.0,8.0,0.18181818181818182,0.7272727272727273,2
47,48,10.0,3.0,12.0,10.0,1.0,5.0,12.0,27.0,6.0,9.0,15.0,8.0,0.41818181818181815,0.8545454545454545,2
48,49,12.0,2.0,7.0,14.0,3.0,10.0,11.0,27.0,8.0,2.0,17.0,8.0,0.4727272727272727,1.0727272727272728,2
49,50,11.0,3.0,9.0,11.0,3.0,11.0,9.0,43.0,13.0,7.0,10.0,7.0,0.01818181818181818,0.7272727272727273,2
50,51,8.0,5.0,8.0,11.0,2.0,15.0,8.0,37.0,8.0,4.0,13.0,15.0,0.23636363636363636,0.4363636363636364,2
51,52,9.0,8.0,8.0,9.0,3.0,10.0,13.0,35.0,7.0,6.0,15.0,9.0,0.16363636363636364,0.5454545454545454,2
52,53,12.0,6.0,7.0,9.0,2.0,5.0,2.0,36.0,14.0,4.0,25.0,2.0,0.45454545454545453,1.1272727272727272,2
53,54,14.0,4.0,7.0,9.0,2.0,9.0,8.0,39.0,8.0,11.0,17.0,5.0,0.2,1.2,2
54,55,8.0,2.0,6.0,7.0,2.0,7.0,12.0,36.0,12.0,6.0,22.0,9.0,0.3090909090909091,1.1272727272727274,2
