,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,11.0,4.0,6.0,14.0,2.0,3.0,11.0,29.0,12.0,3.0,12.0,16.0,2,0.07272727272727272,0.6909090909090909,0.7636363636363637
1,2,8.0,2.0,2.0,9.0,10.0,2.0,11.0,39.0,18.0,5.0,17.0,9.0,2,0.9090909090909091,0.32727272727272727,1.2363636363636363
2,3,8.0,2.0,11.0,5.0,6.0,1.0,13.0,33.0,12.0,3.0,13.0,13.0,2,0.9818181818181818,0.5636363636363636,1.5454545454545454
3,4,11.0,1.0,9.0,8.0,3.0,2.0,9.0,28.0,15.0,5.0,15.0,19.0,2,0.8545454545454545,0.7636363636363637,1.6181818181818182
4,5,10.0,2.0,8.0,15.0,5.0,3.0,11.0,23.0,7.0,1.0,13.0,20.0,1,0.16363636363636364,0.9272727272727272,1.0909090909090908
5,6,10.0,2.0,6.0,8.0,0.0,4.0,11.0,26.0,12.0,2.0,16.0,13.0,2,0.36363636363636365,0.7454545454545455,1.1090909090909091
6,7,11.0,1.0,14.0,7.0,1.0,1.0,11.0,23.0,12.0,3.0,18.0,16.0,1,1.0,0.9090909090909091,1.9090909090909092
7,8,12.0,2.0,7.0,17.0,2.0,3.0,11.0,28.0,9.0,5.0,12.0,13.0,2,0.5636363636363636,0.7090909090909091,1.2727272727272727
8,9,10.0,3.0,6.0,12.0,4.0,3.0,12.0,31.0,12.0,4.0,14.0,11.0,2,0.6,0.45454545454545453,1.0545454545454545
9,10,10.0,3.0,6.0,10.0,4.0,2.0,10.0,31.0,17.0,0.0,12.0,15.0,2,0.4909090909090909,0.6181818181818182,1.1090909090909091
10,11,7.0,0.0,4.0,13.0,4.0,5.0,11.0,28.0,13.0,0.0,18.0,19.0,2,0.5818181818181818,0.8545454545454545,1.4363636363636363
11,12,7.0,2.0,10.0,11.0,5.0,3.0,15.0,36.0,18.0,3.0,7.0,14.0,3,0.8363636363636363,0.4909090909090909,1.3272727272727272
12,13,7.0,6.0,4.0,7.0,1.0,2.0,14.0,37.0,21.0,2.0,11.0,10.0,2,0.7090909090909091,0.509090909090909,1.2181818181818183
13,14,9.0,2.0,11.0,16.0,2.0,0.0,14.0,30.0,13.0,3.0,7.0,13.0,2,0.7272727272727273,0.7272727272727273,1.4545454545454546
14,15,8.0,2.0,6.0,14.0,2.0,5.0,10.0,35.0,19.0,2.0,11.0,16.0,3,0.2545454545454545,0.5454545454545454,0.7999999999999999
15,16,16.0,2.0,7.0,13.0,1.0,1.0,12.0,21.0,11.0,1.0,12.0,19.0,1,0.4,0.9818181818181818,1.3818181818181818
16,17,6.0,1.0,9.0,16.0,5.0,1.0,9.0,29.0,14.0,2.0,10.0,11.0,2,0.8909090909090909,0.6545454545454545,1.5454545454545454
17,18,13.0,1.0,10.0,12.0,2.0,2.0,11.0,25.0,16.0,1.0,18.0,11.0,2,0.09090909090909091,0.8363636363636363,0.9272727272727272
